"","y1970","y2000"
"1498",75000,185800
"1499",63200,262400
"1500",71800,282000
"1501",75100,292300
"1502",68500,194800
"1503",72600,236800
"1504",71500,183300
"1505",65500,297900
"1506",67300,264200
"1507",60300,171800
"1508",65100,255500
"1509",62000,174400
"1510",46700,150400
"1511",64400,160300
"1512",57400,187200
"1513",51700,153700
"1514",54000,149700
"1515",50400,152900
"1516",55700,150800
"1517",62900,168500
"1518",51200,151600
"1519",47400,129600
"1520",47500,146200
"1521",46800,147100
"1522",48800,156500
"1523",39000,109900
"1524",45500,127500
"1525",120100,648600
"1526",119500,663000
"1527",95900,538600
"1528",131700,594900
"1529",103200,544600
"1530",96500,487400
"1531",100500,400500
"1532",85100,454200
"1533",80100,366400
"1534",72200,341900
"1535",98700,436200
"1536",77500,379500
"1537",72600,312800
"1538",75800,341000
"1539",75400,341200
"1540",71700,306000
"1541",78900,287500
"1542",78400,322800
"1543",87600,364600
"1544",76500,319600
"1545",73400,206500
"1546",74200,297500
"1547",74100,207800
"1548",77600,182600
"1549",59900,249000
"1550",72500,295700
"1551",69400,257200
"1552",65000,298900
"1553",63400,166600
"1554",63700,282500
"1555",72400,293100
"1556",65100,177700
"1557",67100,255600
"1558",66900,156300
"1559",64600,209100
"1560",62600,218900
"1561",52100,201300
"1562",61200,221700
"1563",49500,150200
"1564",51400,151100
"1565",51800,168400
"1566",54900,150100
"1567",53800,152400
"1568",44400,137600
"1569",53700,137000
"1570",65500,143700
"1571",49300,141000
"1572",48100,144600
"1573",40900,103800
"1574",32300,71200
"1575",135400,586800
"1576",87800,386200
"1577",95600,430900
"1578",119600,574500
"1579",109700,557200
"1580",90800,501900
"1581",78300,396900
"1582",102100,518200
"1583",80100,369300
"1584",85000,340800
"1585",85700,387600
"1586",83600,521900
"1587",99000,465700
"1588",69600,311400
"1589",81800,211400
"1590",60900,250600
"1591",65400,283500
"1592",72500,332000
"1593",72000,260300
"1594",82300,276700
"1595",71000,300200
"1596",67400,240300
"1597",69800,266100
"1598",68000,297800
"1599",66100,263200
"1600",52600,175700
"1601",65700,274600
"1602",68700,270000
"1603",57300,176400
"1604",53200,128100
"1605",64100,200100
"1606",51500,153100
"1607",47400,147500
"1608",51100,140000
"1609",52400,152700
"1610",57400,185600
"1611",54200,150300
"1612",56200,152400
"1613",49200,167200
"1614",31700,89100
"1615",24200,49700
"1616",88300,185800
"1617",123200,578200
"1618",122600,593300
"1619",71700,356500
"1620",71200,339900
"1621",90900,467800
"1622",80500,414000
"1623",78500,341100
"1624",81600,345400
"1625",60300,299600
"1626",70900,385100
"1627",79500,314100
"1628",90200,211000
"1629",70100,273200
"1630",70700,323100
"1631",73900,308000
"1632",68200,199500
"1633",76000,233700
"1634",93400,269600
"1635",74900,293000
"1636",72800,383400
"1637",65100,281200
"1638",69300,290900
"1639",77000,288100
"1640",61700,247100
"1641",74200,269900
"1642",71500,297700
"1643",81900,276500
"1644",76800,307200
"1645",67800,242100
"1646",60700,250000
"1647",68200,232900
"1648",60500,278800
"1649",61100,194600
"1650",65000,261500
"1651",68900,211800
"1652",61100,150700
"1653",48200,141600
"1654",51500,134500
"1655",56000,148600
"1656",63300,179000
"1657",52700,159100
"1658",44800,133800
"1659",30400,79500
"1660",30400,76300
"1661",104100,376700
"1662",131200,511500
"1663",84800,387300
"1664",95000,442500
"1665",88900,413100
"1666",92100,522100
"1667",96600,492900
"1668",80600,361700
"1669",81400,315400
"1670",84800,367900
"1671",90000,439300
"1672",65100,266300
"1673",71800,266600
"1674",80500,422100
"1675",71300,290700
"1676",75200,439500
"1677",84900,208300
"1678",76000,234500
"1679",65300,303300
"1680",63600,260700
"1681",55500,172500
"1682",94100,266100
"1683",55600,146700
"1684",65000,224700
"1685",61000,165500
"1686",51800,162200
"1687",48300,137100
"1688",47600,141300
"1689",44800,111400
"1690",43500,129900
"1691",130000,514300
"1692",108100,623500
"1693",99000,513300
"1694",89400,378500
"1695",86600,461000
"1696",104400,453100
"1697",98900,408400
"1698",75600,350700
"1699",73600,336100
"1700",73600,315200
"1701",73900,287000
"1702",78400,233300
"1703",67200,201300
"1704",125100,472300
"1705",73800,307000
"1706",65400,180400
"1707",70900,208400
"1708",58700,193400
"1709",64900,270600
"1710",64200,211900
"1711",69800,234900
"1712",46800,134600
"1713",52700,221800
"1714",48600,111100
"1715",43000,129500
"1716",56300,171400
"1717",48000,144100
"1718",52300,154100
"1719",39300,117100
"1720",30600,82800
"1721",76800,339200
"1722",70400,337200
"1723",83700,346100
"1724",91300,492500
"1725",85600,374200
"1726",74000,350900
"1727",71100,287500
"1728",77000,312500
"1729",80200,347800
"1730",75400,327900
"1731",73000,208400
"1732",75000,276400
"1733",57800,192700
"1734",70500,229200
"1735",55200,190400
"1736",70800,172500
"1737",69500,294400
"1738",59200,153300
"1739",76800,262100
"1740",57100,208100
"1741",53600,131500
"1742",54000,142500
"1743",28500,84800
"1744",118500,512400
"1745",63600,360300
"1746",77900,337500
"1747",70900,361600
"1748",90800,322500
"1749",77000,205700
"1750",65800,292400
"1751",73100,336800
"1752",75300,175200
"1753",70700,196900
"1754",59500,225400
"1755",50200,135700
"1756",37100,142000
"1757",34000,93200
"1758",13600,39600
"1759",140500,602000
"1760",116400,558200
"1761",79700,446600
"1762",102500,466800
"1763",80000,296800
"1764",69800,230500
"1765",71200,203100
"1766",74200,316300
"1767",67800,236400
"1768",61200,242700
"1769",62500,258600
"1770",43800,140100
"1771",56700,161100
"1772",35200,92800
"1773",45200,109400
"1774",98500,482600
"1775",100600,356700
"1776",103100,425400
"1777",87300,460600
"1778",117900,510700
"1779",83700,462000
"1780",84000,430100
"1781",70600,345900
"1782",80400,359700
"1783",72900,310900
"1784",95300,354500
"1785",92600,355000
"1786",75900,356200
"1787",71000,294800
"1788",76800,217800
"1789",83300,206800
"1790",72600,357900
"1791",82900,362500
"1792",61100,203100
"1793",67700,185300
"1794",63500,234500
"1795",74900,246300
"1796",62600,247800
"1797",55000,177100
"1798",54600,146300
"1799",98200,436800
"1800",68300,217900
"1801",62800,150100
"1802",49000,135000
"1803",55000,134600
"1804",56400,166100
"1805",58100,158400
"1806",40900,103800
"1807",50500,150700
"1808",69100,168000
"1809",138800,880300
"1810",116300,567200
"1811",100200,470500
"1812",105700,495000
"1813",130300,517000
"1814",117200,522800
"1815",102500,354200
"1816",114500,494800
"1817",73100,331100
"1818",78100,340100
"1819",66500,260200
"1820",93200,305900
"1821",71800,201400
"1822",55200,267100
"1823",63700,200600
"1824",67900,271500
"1825",55800,153400
"1826",63900,147700
"1827",43200,148500
"1828",60000,194500
"1829",55200,133800
"1830",56000,133600
"1831",24900,56900
"1832",24700,54100
"1833",114200,516400
"1834",98300,507800
"1835",107800,637500
"1836",103000,373900
"1837",75900,249700
"1838",83900,246300
"1839",70700,206300
"1840",75000,294100
"1841",65000,191600
"1842",62400,178700
"1843",64600,192200
"1844",71400,231600
"1845",59700,155400
"1846",54800,196900
"1847",66000,263000
"1848",47800,144700
"1849",64300,168000
"1850",51600,167400
"1851",56000,222300
"1852",63300,159600
"1853",54500,159900
"1854",48000,151300
"1855",43300,137900
"1856",50200,142300
"1857",43300,142400
"1858",43000,109300
"1859",24100,50400
"1860",25500,62600
"1861",101900,624600
"1862",120200,554700
"1863",101800,413100
"1864",91300,369100
"1865",64200,262500
"1866",74000,327900
"1867",69400,277500
"1868",78100,332400
"1869",77500,241500
"1870",80100,240100
"1871",78400,236000
"1872",78300,205000
"1873",72100,255600
"1874",69800,271400
"1875",64400,281500
"1876",75500,307000
"1877",70000,254500
"1878",71100,283700
"1879",79500,234300
"1880",55500,151000
"1881",63700,234800
"1882",51500,155500
"1883",52000,177100
"1884",64500,156500
"1885",52500,142800
"1886",77100,173500
"1887",45200,123300
"1888",40900,137700
"1889",41200,144200
"1890",116500,677700
"1891",106900,507800
"1892",98100,475300
"1893",89200,436000
"1894",73500,306400
"1895",84900,382800
"1896",80000,360300
"1897",84400,324400
"1898",76900,329400
"1899",73800,295900
"1900",77300,225200
"1901",77400,255500
"1902",74900,321800
"1903",82600,342100
"1904",87600,377600
"1905",66200,281200
"1906",74000,366300
"1907",76000,206300
"1908",76300,254000
"1909",68700,201500
"1910",67000,224400
"1911",69500,260200
"1912",65200,200300
"1913",69700,306500
"1914",66000,226200
"1915",39600,122500
"1916",64900,215000
"1917",55400,183300
"1918",67700,310700
"1919",57500,149000
"1920",59600,250900
"1921",58900,159800
"1922",43200,132300
"1923",50200,167400
"1924",53100,149600
"1925",50000,163000
"1926",46900,151100
"1927",59700,233900
"1928",47200,137600
"1929",67200,179400
"1930",48600,142100
"1931",48300,136200
"1932",51000,141000
"1933",51500,131900
"1934",48500,130100
"1935",66100,186900
"1936",30600,77400
"1937",24000,50100
"1938",26100,66400
"1939",168800,831800
"1940",131800,586000
"1941",102200,476800
"1942",74600,333800
"1943",83200,350600
"1944",89300,396100
"1945",81400,354200
"1946",91900,515600
"1947",81000,332100
"1948",73600,362000
"1949",98100,336100
"1950",82100,202800
"1951",74300,327400
"1952",70200,270600
"1953",72500,212400
"1954",69000,298300
"1955",82300,283700
"1956",76500,205100
"1957",72800,270300
"1958",55400,212000
"1959",67500,243600
"1960",72300,277100
"1961",66300,225900
"1962",65100,266100
"1963",57300,190600
"1964",66700,186000
"1965",65800,190600
"1966",65900,265800
"1967",51400,146100
"1968",62100,171400
"1969",56400,169200
"1970",75600,267000
"1971",59700,227300
"1972",57600,156000
"1973",76300,199100
"1974",46100,120100
"1975",52900,139800
"1976",45800,129900
"1977",45900,139100
"1978",28500,84900
"1979",118900,570000
"1980",90800,491500
"1981",91800,465100
"1982",98300,484500
"1983",83200,371600
"1984",72900,339400
"1985",99900,395000
"1986",68400,317100
"1987",85900,243700
"1988",74200,346000
"1989",67100,298600
"1990",79800,297500
"1991",68300,301200
"1992",69300,250500
"1993",62400,288500
"1994",68400,305900
"1995",66400,170300
"1996",55000,223500
"1997",62000,191100
"1998",67500,196800
"1999",48100,149900
"2000",58400,166700
"2001",51300,137000
"2002",77800,279000
"2003",59500,172300
"2004",48300,129100
"2005",46100,159900
"2006",44000,225400
"2007",33900,118200
"2008",78400,227600
"2009",24200,48900
"2010",73800,360900
"2011",71800,359500
"2012",87200,386900
"2013",81600,399900
"2014",66900,289200
"2015",78900,335300
"2016",74000,217400
"2017",74600,214700
"2018",78500,225900
"2019",78000,312500
"2020",75200,293700
"2021",78100,336500
"2022",62900,288100
"2023",51200,176200
"2024",66800,194700
"2025",65000,292200
"2026",66900,180900
"2027",69800,312700
"2028",54800,221500
"2029",56500,148200
"2030",61900,144600
"2031",95500,371300
"2032",52400,142600
"2033",56300,144800
"2034",49800,152200
"2035",49900,140000
"2036",56300,151300
"2037",47100,110900
"2038",123000,490200
"2039",106100,505800
"2040",95600,493300
"2041",130200,612700
"2042",74100,318000
"2043",76500,328900
"2044",75400,219700
"2045",80600,362800
"2046",84800,278400
"2047",80000,257400
"2048",0,432600
"2049",83300,341100
"2050",67300,282200
"2051",74300,226300
"2052",67100,223100
"2053",59600,191300
"2054",68500,277400
"2055",69300,294100
"2056",67100,180900
"2057",65900,243400
"2058",69000,238800
"2059",64900,196100
"2060",54700,156700
"2061",57200,142200
"2062",48200,117700
"2063",24400,50400
"2064",91300,485200
"2065",85500,373100
"2066",78500,331900
"2067",68900,336200
"2068",83200,254200
"2069",68800,301400
"2070",77100,225700
"2071",76400,330300
"2072",67900,272200
"2073",63600,286400
"2074",46700,133400
"2075",67000,250300
"2076",65000,243300
"2077",59700,174000
"2078",50000,145400
"2079",46800,128500
"2080",48600,138500
"2081",64900,180100
"2082",48000,132800
"2083",81000,433500
"2084",94000,483900
"2085",63100,181900
"2086",75400,206700
"2087",72300,222600
"2088",77700,194600
"2089",71700,282000
"2090",64900,274700
"2091",50400,163100
"2092",49700,160600
"2093",52900,150200
"2094",91800,401500
"2095",88200,389600
"2096",91900,469200
"2097",90100,324500
"2098",69800,170400
"2099",75600,229700
"2100",87100,206400
"2101",79900,435900
"2102",73700,200200
"2103",64000,246200
"2104",56700,173900
"2105",68600,156700
"2106",61900,225000
"2107",62200,227100
"2108",59900,274100
"2109",47500,140600
"2110",46900,151800
"2111",37800,112000
"2112",38200,98700
"2113",31100,83500
"2114",127200,622600
"2115",139800,560900
"2116",79700,231600
"2117",78900,304400
"2118",72000,316700
"2119",80300,347300
"2120",81800,351200
"2121",69600,287000
"2122",61300,152700
"2123",76000,270300
"2124",64000,226500
"2125",64400,233400
"2126",73500,219900
"2127",68400,281100
"2128",67900,195100
"2129",48000,163600
"2130",68400,254200
"2131",56400,148900
"2132",60700,167600
"2133",58000,173300
"2134",51200,177500
"2135",53300,158100
"2136",52700,171700
"2137",48200,137400
"2138",46100,146200
"2139",50300,154000
"2140",53600,140600
"2141",47800,135600
"2142",44600,122200
"2143",45000,140300
"2144",42600,142700
"2145",42600,126800
"2146",31100,79900
"2147",25900,66100
"2148",30000,91500
"2149",112200,574300
"2150",94900,494000
"2151",79100,337300
"2152",74600,220500
"2153",84900,225900
"2154",74800,215200
"2155",79100,303200
"2156",87500,274600
"2157",68900,209800
"2158",65000,170900
"2159",65900,230200
"2160",67300,3e+05
"2161",70800,191000
"2162",65200,257500
"2163",62300,2e+05
"2164",47700,153500
"2165",51600,159000
"2166",50700,164900
"2167",52000,140700
"2168",40200,130200
"2169",36700,133800
"2170",36700,136200
"2171",30900,80300
"2172",28700,73100
"2173",129900,691700
"2174",135200,696500
"2175",98500,488100
"2176",122800,535200
"2177",134400,555900
"2178",98200,473800
"2179",91300,479700
"2180",96800,471500
"2181",79500,349800
"2182",70500,282500
"2183",76800,319600
"2184",75900,242900
"2185",76900,340800
"2186",56900,170000
"2187",70200,285700
"2188",59600,158400
"2189",69800,260700
"2190",74100,289800
"2191",60000,332100
"2192",57900,173400
"2193",52400,141200
"2194",48200,147100
"2195",49700,174900
"2196",44000,134500
"2197",40500,112600
"2198",43300,112500
"2199",31100,79900
"2200",95700,432300
"2201",144600,567200
"2202",120400,478500
"2203",78300,364200
"2204",99300,403700
"2205",71300,330900
"2206",76400,205800
"2207",74700,309200
"2208",83900,219400
"2209",94500,391100
"2210",68400,192900
"2211",76900,323300
"2212",68700,243600
"2213",67200,212800
"2214",64100,223500
"2215",63000,291200
"2216",68000,252400
"2217",62600,209000
"2218",58500,176700
"2219",62000,212500
"2220",65300,164600
"2221",56700,147900
"2222",47700,149400
"2223",41400,133100
"2224",43000,153400
"2225",47000,147200
"2226",48300,138700
"2227",147800,665300
"2228",107600,552800
"2229",102100,490800
"2230",96800,449700
"2231",91300,536400
"2232",94200,362300
"2233",89500,405800
"2234",85500,471200
"2235",81300,352300
"2236",118300,500800
"2237",75500,328600
"2238",72200,232000
"2239",79600,318700
"2240",64300,265800
"2241",65500,198100
"2242",60000,210400
"2243",69300,168900
"2244",62200,323700
"2245",73200,252500
"2246",57000,142300
"2247",50200,162000
"2248",50700,163200
"2249",48600,143200
"2250",51300,134400
"2251",42200,121900
"2252",48600,146200
"2253",40400,110600
"2254",65700,235100
"2255",24200,51600
"2256",131000,493100
"2257",129300,554400
"2258",92700,483500
"2259",124800,542000
"2260",79500,440300
"2261",71700,307600
"2262",82400,438600
"2263",76300,215300
"2264",62500,264400
"2265",60000,309500
"2266",73500,311000
"2267",68600,320500
"2268",69100,167200
"2269",68100,277800
"2270",61000,255200
"2271",69900,235800
"2272",68300,286300
"2273",64500,177100
"2274",64100,217100
"2275",63000,248500
"2276",69300,240200
"2277",65000,192600
"2278",61900,227400
"2279",62300,220700
"2280",51600,190400
"2281",56600,138100
"2282",48700,157800
"2283",54000,236900
"2284",47200,146600
"2285",50000,150300
"2286",53000,151100
"2287",48800,141900
"2288",40100,98200
"2289",64300,193200
"2290",66000,303500
"2291",38500,104800
"2292",30400,75900
"2293",104300,520700
"2294",109800,424400
"2295",94400,418600
"2296",88400,437800
"2297",66800,344100
"2298",94000,398400
"2299",82500,333700
"2300",65200,319300
"2301",68300,298800
"2302",63500,337400
"2303",78000,363200
"2304",71100,213700
"2305",70600,327800
"2306",64900,205400
"2307",57800,257700
"2308",70700,290800
"2309",69600,258200
"2310",68000,228300
"2311",66900,245000
"2312",60800,281500
"2313",59300,214400
"2314",63700,267700
"2315",61500,155600
"2316",55400,245500
"2317",50900,178000
"2318",48600,144700
"2319",55200,143000
"2320",47800,144300
"2321",49100,176900
"2322",44400,127000
"2323",45000,134300
"2324",51500,145600
"2325",25900,66900
"2326",26200,67300
"2327",86600,434000
"2328",120100,550800
"2329",69500,326500
"2330",85400,322100
"2331",79500,373900
"2332",75500,342900
"2333",89200,312600
"2334",95300,290900
"2335",69800,307100
"2336",72400,307800
"2337",71700,206700
"2338",60600,254000
"2339",64000,258100
"2340",49200,160500
"2341",65600,200100
"2342",68200,216000
"2343",61300,166600
"2344",53200,156600
"2345",56700,151800
"2346",57500,184500
"2347",48500,129500
"2348",48900,141300
"2349",43900,139200
"2350",46100,143900
"2351",44100,133200
"2352",54700,177800
"2353",42400,159300
"2354",42400,123800
"2355",40100,98200
"2356",50500,140400
"2357",37100,145300
"2358",77100,199900
"2359",75000,199500
"2360",68500,335300
"2361",59900,260600
"2362",70000,275100
"2363",86000,292100
"2364",57000,180400
"2365",63500,162200
"2366",53100,150600
"2367",54400,129500
"2368",73000,266100
"2369",102100,402000
"2370",72000,392500
"2371",96900,482100
"2372",75800,364400
"2373",77000,326600
"2374",67300,199900
"2375",71100,309300
"2376",83800,198500
"2377",69500,260000
"2378",94500,353000
"2379",80700,264300
"2380",66100,244900
"2381",69900,195300
"2382",70800,274900
"2383",46600,150100
"2384",52700,140200
"2385",55600,191900
"2386",52200,161000
"2387",41600,128500
"2388",47200,128300
"2389",43700,126000
"2390",56100,131100
"2391",30600,77400
"2392",36500,92800
"2393",24200,53300
"2394",124900,572800
"2395",96000,447600
"2396",88000,373800
"2397",75600,293300
"2398",79600,290100
"2399",74400,204400
"2400",57400,203900
"2401",67500,235800
"2402",66200,193700
"2403",58500,170800
"2404",71000,163900
"2405",64300,145300
"2406",48000,142500
"2407",49700,165400
"2408",46000,127700
"2409",48500,151200
"2410",99800,554700
"2411",107100,620800
"2412",139500,630100
"2413",79800,338100
"2414",94000,449800
"2415",96400,441100
"2416",85400,368300
"2417",74300,313800
"2418",75600,299200
"2419",68900,283200
"2420",73800,314600
"2421",67300,294300
"2422",69000,280100
"2423",78800,312800
"2424",81700,213700
"2425",60800,271900
"2426",71500,308000
"2427",71700,241400
"2428",77500,322700
"2429",72900,278100
"2430",66900,223000
"2431",58500,177700
"2432",45700,133100
"2433",53400,183300
"2434",55000,247300
"2435",44000,302300
"2436",39000,107100
"2437",26900,63700
"2438",102900,532600
"2439",102400,490600
"2440",95200,440900
"2441",82700,381500
"2442",84600,415900
"2443",87800,324800
"2444",78000,285800
"2445",82500,352000
"2446",77000,229400
"2447",69900,202900
"2448",57400,174000
"2449",69100,234000
"2450",74600,257800
"2451",49200,147500
"2452",46300,135400
"2453",55400,154500
"2454",47000,149200
"2455",56100,145700
"2456",30900,79900
"2457",51400,116000
"2458",83800,346200
"2459",90400,413000
"2460",71800,351900
"2461",69000,291700
"2462",104200,391600
"2463",81400,212500
"2464",82600,385600
"2465",69000,303700
"2466",78600,192900
"2467",52600,149700
"2468",56000,176100
"2469",65500,226900
"2470",64000,181700
"2471",55100,153800
"2472",46800,143300
"2473",53500,132400
"2474",51100,136500
"2475",62300,201400
"2476",44600,139500
"2477",35200,94000
"2478",30400,77400
"2479",151900,579900
"2480",117400,520000
"2481",102000,518800
"2482",72900,372700
"2483",103300,407100
"2484",63600,313000
"2485",85600,239400
"2486",78100,348400
"2487",96300,280500
"2488",75200,258900
"2489",76000,259600
"2490",75800,250200
"2491",88800,403000
"2492",71800,278200
"2493",63000,273800
"2494",74000,328600
"2495",66900,182000
"2496",56500,183100
"2497",64700,156800
"2498",46100,137900
"2499",59200,160100
"2500",56000,156600
"2501",61700,158600
"2502",45100,129200
"2503",51200,150200
"2504",58700,241300
"2505",40100,98200
"2506",40100,98200
"2507",40100,98200
"2508",40100,98200
"2509",40100,98200
"2510",40100,98200
"2511",30900,79900
"2512",131900,533300
"2513",98900,434900
"2514",88200,367300
"2515",85700,427300
"2516",73400,294900
"2517",104000,497800
"2518",79600,227600
"2519",87000,259900
"2520",58900,172400
"2521",68300,242200
"2522",60800,209000
"2523",73900,199200
"2524",56000,167500
"2525",54000,160300
"2526",54600,129600
"2527",49100,149600
"2528",52800,256900
"2529",52900,163200
"2530",48300,144700
"2531",38800,84400
"2532",53900,268100
"2533",86000,570500
"2534",134900,525300
"2535",84400,440500
"2536",64100,427400
"2537",92300,463300
"2538",90700,453000
"2539",83200,366500
"2540",83200,275800
"2541",69200,308600
"2542",78800,304100
"2543",82300,339400
"2544",72300,212300
"2545",76300,291600
"2546",67900,253200
"2547",70600,191700
"2548",62700,170000
"2549",55800,176900
"2550",54200,171200
"2551",60000,219600
"2552",50100,136800
"2553",54600,155700
"2554",44300,123200
"2555",56100,127600
"2556",51100,156900
"2557",51700,146400
"2558",56700,153200
"2559",52300,161500
"2560",43400,132100
"2561",45400,113300
"2562",34200,107900
"2563",45600,130600
"2564",30600,77400
"2565",45100,142400
"2566",24700,55800
"2567",118700,531200
"2568",83300,405800
"2569",127200,551700
"2570",111000,443400
"2571",98700,354100
"2572",68500,311100
"2573",76700,341600
"2574",70200,296100
"2575",80700,347600
"2576",70200,283000
"2577",83400,200900
"2578",74200,271200
"2579",108000,468900
"2580",65000,259300
"2581",65600,274600
"2582",67100,194700
"2583",61600,191200
"2584",61400,263500
"2585",62200,219800
"2586",67700,221100
"2587",59300,173400
"2588",54700,161900
"2589",65800,187900
"2590",59700,321200
"2591",52000,222800
"2592",50900,145200
"2593",47200,152000
"2594",49600,138100
"2595",47800,130300
"2596",61700,247300
"2597",80100,291600
"2598",129600,542300
"2599",130900,575900
"2600",105300,536200
"2601",109300,554200
"2602",82600,374500
"2603",79300,363500
"2604",80800,319400
"2605",73100,351500
"2606",89600,477700
"2607",66300,294600
"2608",77500,343600
"2609",74900,197600
"2610",91400,226100
"2611",74200,308200
"2612",61000,212300
"2613",71200,224400
"2614",63000,308200
"2615",63600,223900
"2616",61100,209700
"2617",55600,137000
"2618",51300,152700
"2619",53300,149500
"2620",45300,118000
"2621",51100,136300
"2622",51700,155700
"2623",40700,124200
"2624",115800,479900
"2625",119000,512300
"2626",102900,576500
"2627",79100,405700
"2628",90400,533400
"2629",88100,394100
"2630",82300,382400
"2631",91500,304100
"2632",76800,346100
"2633",79100,315400
"2634",67400,322600
"2635",71900,282700
"2636",63600,225900
"2637",59400,241700
"2638",64500,190300
"2639",57400,146000
"2640",46400,133500
"2641",57000,142100
"2642",50800,183400
"2643",61000,135600
"2644",48800,146600
"2645",47900,138000
"2646",57700,281500
"2647",44400,122300
"2648",30200,75900
"2649",91500,561000
"2650",96000,424900
"2651",69200,312200
"2652",72000,307300
"2653",83000,232900
"2654",71200,289300
"2655",80200,306000
"2656",77900,200100
"2657",68500,200800
"2658",78300,323600
"2659",68600,177300
"2660",68800,173200
"2661",64800,149200
"2662",43800,127800
"2663",45300,138700
"2664",32600,107300
"2665",65100,267300
"2666",24700,54100
"2667",103400,447700
"2668",92000,407400
"2669",98300,415000
"2670",75700,190400
"2671",85300,277600
"2672",60900,254600
"2673",76000,197600
"2674",85400,214100
"2675",72100,197200
"2676",59000,280800
"2677",70200,215700
"2678",53100,175600
"2679",59900,160800
"2680",56200,162900
"2681",50900,153100
"2682",49100,145200
"2683",50000,213900
"2684",57700,157000
"2685",24900,51600
"2686",106800,520200
"2687",68700,318100
"2688",76600,324300
"2689",57100,284300
"2690",69800,172400
"2691",73500,242800
"2692",76200,287200
"2693",76400,215300
"2694",59200,160900
"2695",43400,129100
"2696",52800,142200
"2697",56600,137400
"2698",50000,160000
"2699",54600,139500
"2700",49900,153400
"2701",47800,138100
"2702",53600,104400
"2703",72400,256400
"2704",56300,148800
"2705",127200,537300
"2706",122400,539700
"2707",69700,307400
"2708",85400,316500
"2709",72900,331200
"2710",90600,416200
"2711",68100,236600
"2712",70400,290000
"2713",72600,338800
"2714",86400,343500
"2715",78000,350600
"2716",70400,264200
"2717",58900,244000
"2718",69400,211200
"2719",68600,172700
"2720",55400,245400
"2721",57500,151400
"2722",49100,186800
"2723",50400,131500
"2724",30400,75900
"2725",87800,307700
"2726",149500,636300
"2727",100800,503900
"2728",78500,414600
"2729",85400,363800
"2730",77900,363600
"2731",76000,347900
"2732",87100,361800
"2733",77100,270900
"2734",71100,245400
"2735",85800,210100
"2736",84700,201600
"2737",61400,247600
"2738",67600,262900
"2739",83800,270200
"2740",70300,198700
"2741",70900,171500
"2742",63100,234300
"2743",70100,245700
"2744",65500,215600
"2745",61900,225300
"2746",54200,188100
"2747",48800,159700
"2748",56400,143400
"2749",53200,163100
"2750",46700,147600
"2751",45700,124700
"2752",53400,141500
"2753",198100,1093500
"2754",87200,475300
"2755",79100,414300
"2756",107600,429700
"2757",108200,513700
"2758",117000,616700
"2759",75600,347800
"2760",77900,289100
"2761",83600,345500
"2762",101400,351000
"2763",78300,312800
"2764",88300,230100
"2765",87000,384900
"2766",79200,206200
"2767",74000,199100
"2768",73700,283800
"2769",65500,274300
"2770",73700,207700
"2771",64000,189600
"2772",81600,199900
"2773",68300,288600
"2774",60200,266000
"2775",63300,194300
"2776",71900,284500
"2777",60200,179600
"2778",69300,269300
"2779",58400,159900
"2780",71100,108300
"2781",52000,154500
"2782",70300,337300
"2783",68700,166800
"2784",46600,147700
"2785",58900,154800
"2786",59000,160400
"2787",56100,135900
"2788",44400,143800
"2789",54300,157700
"2790",48000,138600
"2791",32000,97600
"2792",36500,92800
"2793",57700,153700
"2794",56300,157000
"2795",98000,502600
"2796",87500,474800
"2797",96900,505700
"2798",91200,389200
"2799",95900,444800
"2800",88500,384900
"2801",77300,215100
"2802",78200,203600
"2803",84800,372000
"2804",75600,216300
"2805",67400,185200
"2806",61200,249600
"2807",71700,225200
"2808",63500,260100
"2809",66000,227700
"2810",66900,187300
"2811",48700,127600
"2812",44800,164000
"2813",61000,153000
"2814",45200,176700
"2815",21200,64800
"2816",24100,52000
"2817",70900,274200
"2818",105200,556800
"2819",99600,515900
"2820",92900,478500
"2821",94700,499500
"2822",95600,396700
"2823",71500,323900
"2824",69500,299800
"2825",71200,294300
"2826",68800,205900
"2827",74000,222300
"2828",62600,185200
"2829",59300,183500
"2830",72800,149000
"2831",68200,227900
"2832",62200,163000
"2833",58500,146900
"2834",54300,150900
"2835",66700,173800
"2836",56300,157800
"2837",48300,146400
"2838",65200,201200
"2839",48000,135000
"2840",30700,96400
"2841",46400,131200
"2842",37500,105100
"2843",71700,304700
"2844",131600,582600
"2845",104800,495900
"2846",72700,363600
"2847",75400,351400
"2848",72800,322300
"2849",89200,365200
"2850",78000,336400
"2851",71800,340200
"2852",81100,255700
"2853",87400,370000
"2854",81500,254200
"2855",76500,299200
"2856",62100,259400
"2857",94200,443100
"2858",67000,302300
"2859",67600,269000
"2860",76600,172500
"2861",81500,368900
"2862",71000,302200
"2863",76600,254100
"2864",59200,176300
"2865",64200,175900
"2866",67000,220300
"2867",65700,177400
"2868",62300,160200
"2869",54600,146500
"2870",66100,189900
"2871",48100,133200
"2872",56800,179000
"2873",30900,95000
"2874",89400,376500
"2875",95200,440500
"2876",102500,481300
"2877",96200,476100
"2878",113400,488500
"2879",75600,346700
"2880",84100,322900
"2881",84100,333100
"2882",80500,343900
"2883",81200,391200
"2884",68700,285700
"2885",79500,328800
"2886",71900,316900
"2887",67500,214600
"2888",58000,192700
"2889",79100,241000
"2890",74400,185400
"2891",71300,217400
"2892",71400,299400
"2893",65500,410900
"2894",63000,174100
"2895",54400,180400
