"","Year","Month","Day","Extent","Missing"
"1800",1988,3,16,15.9145,0
"1801",1988,3,17,15.81096,0
"1802",1988,3,18,15.82314,0
"1803",1988,3,19,15.79793,0
"1804",1988,3,20,15.77464,0
"1805",1988,3,21,15.72125,0
"1806",1988,3,22,15.81468,0
"1807",1988,3,23,15.74062,0
"1808",1988,3,24,15.70425,0
"1809",1988,3,25,15.66766,0
"1810",1988,3,26,15.70735,0
"1811",1988,3,27,15.69402,0
"1812",1988,3,28,15.62424,0
"1813",1988,3,29,15.57984,0
"1814",1988,3,30,15.47863,0
"1815",1988,3,31,15.48482,0
"1816",1988,4,1,15.48983,0
"1817",1988,4,2,15.52804,0
"1818",1988,4,3,15.54524,0
"1819",1988,4,4,15.55771,0
"1820",1988,4,5,15.494,0
"1821",1988,4,6,15.48017,0
"1822",1988,4,7,15.49862,0
"1823",1988,4,8,15.46155,0
"1824",1988,4,9,15.44754,0
"1825",1988,4,10,15.41271,0
"1826",1988,4,11,15.28119,0
"1827",1988,4,12,15.21605,0
"1828",1988,4,13,15.14866,0
"1829",1988,4,14,15.14015,0
"1830",1988,4,15,15.1158,0
"1831",1988,4,16,15.09552,0
"1832",1988,4,17,15.06191,0
"1833",1988,4,18,14.97875,0
"1834",1988,4,19,14.98667,0
"1835",1988,4,20,14.97242,0
"1836",1988,4,21,14.8669,0
"1837",1988,4,22,14.87773,0
"1838",1988,4,23,14.78621,0
"1839",1988,4,24,14.59335,0
"1840",1988,4,25,14.58083,0
"1841",1988,4,26,14.54787,0
"1842",1988,4,27,14.59629,0
"1843",1988,4,28,14.57907,0
"1844",1988,4,29,14.52381,0
"1845",1988,4,30,14.49322,0
"1846",1988,5,1,14.35313,0
"1847",1988,5,2,14.29153,0
"1848",1988,5,3,14.27116,0
"1849",1988,5,4,14.22057,0
"1850",1988,5,5,14.14689,0
"1851",1988,5,6,14.10452,0
"1852",1988,5,7,14.06031,0
"1853",1988,5,8,14.0251,0
"1854",1988,5,9,13.96409,0
"1855",1988,5,10,13.91384,0
"1856",1988,5,11,13.82279,0
"1857",1988,5,12,13.75073,0
"1858",1988,5,13,13.69696,0
"1859",1988,5,14,13.6533,0
"1860",1988,5,15,13.59761,0
"1861",1988,5,16,13.58969,0
"1862",1988,5,17,13.51792,0
"1863",1988,5,18,13.49042,0
"1864",1988,5,19,13.39125,0
"1865",1988,5,20,13.29736,0
"1866",1988,5,21,13.22538,0
"1867",1988,5,22,13.16754,0
"1868",1988,5,23,13.12341,0
"1869",1988,5,24,13.09554,0
"1870",1988,5,25,13.07814,0
"1871",1988,5,26,13.03687,0
"1872",1988,5,27,12.9813,0
"1873",1988,5,28,12.92148,0
"1874",1988,5,29,12.87059,0
"1875",1988,5,30,12.82705,0
"1876",1988,5,31,12.81999,0
"1877",1988,6,1,12.62943,0
"1878",1988,6,2,12.54293,0
"1879",1988,6,3,12.46462,0
"1880",1988,6,4,12.46861,0
"1881",1988,6,5,12.47677,0
"1882",1988,6,6,12.42855,0
"1883",1988,6,7,12.39779,0
"1884",1988,6,8,12.34846,0
"1885",1988,6,9,12.23124,0
"1886",1988,6,10,12.1984,0
"1887",1988,6,11,12.20076,0
"1888",1988,6,12,12.13516,0
"1889",1988,6,13,12.06993,0
"1890",1988,6,14,12.06319,0
"1891",1988,6,15,12.06496,0
"1892",1988,6,16,11.98274,0
"1893",1988,6,17,12.00181,0
"1894",1988,6,18,11.88461,0
"1895",1988,6,19,11.82356,0
"1896",1988,6,20,11.76237,0
"1897",1988,6,21,11.77382,0
"1898",1988,6,22,11.71395,0
"1899",1988,6,23,11.58992,0
"1900",1988,6,24,11.56295,0
"1901",1988,6,25,11.6532,0
"1902",1988,6,26,11.41686,0
"1903",1988,6,27,11.40128,0
"1904",1988,6,28,11.28874,0
"1905",1988,6,29,11.16941,0
"1906",1988,6,30,11.15994,0
"1907",1988,7,1,10.97467,0
"1908",1988,7,2,10.91752,0
"1909",1988,7,3,10.87971,0
"1910",1988,7,4,10.77017,0
"1911",1988,7,5,10.71629,0
"1912",1988,7,6,10.6076,0
"1913",1988,7,7,10.49179,0
"1914",1988,7,8,10.3915,0
"1915",1988,7,9,10.30577,0
"1916",1988,7,10,10.26718,0
"1917",1988,7,11,10.2155,0
"1918",1988,7,12,10.14116,0
"1919",1988,7,13,9.98234,0
"1920",1988,7,14,9.93815,0
"1921",1988,7,15,9.76456,0
"1922",1988,7,16,9.73412,0
"1923",1988,7,17,9.71836,0
"1924",1988,7,18,9.67437,0
"1925",1988,7,19,9.5672,0
"1926",1988,7,20,9.52486,0
"1927",1988,7,21,9.46002,0
"1928",1988,7,22,9.37553,0
"1929",1988,7,23,9.19283,0
"1930",1988,7,24,9.04591,0
"1931",1988,7,25,9.09642,0
"1932",1988,7,26,9.08587,0
"1933",1988,7,27,8.99404,0
"1934",1988,7,28,8.92492,0
"1935",1988,7,29,8.80311,0
"1936",1988,7,30,8.77117,0
"1937",1988,7,31,8.71744,0
"1938",1988,8,1,8.54034,0
"1939",1988,8,2,8.49138,0
"1940",1988,8,3,8.4489,0
"1941",1988,8,4,8.3976,0
"1942",1988,8,5,8.3685,0
"1943",1988,8,6,8.39435,0
"1944",1988,8,7,8.31706,0
"1945",1988,8,8,8.34943,0
"1946",1988,8,9,8.24605,0
"1947",1988,8,10,8.0866,0
"1948",1988,8,11,8.09274,0
"1949",1988,8,12,7.99196,0
"1950",1988,8,13,7.98695,0
"1951",1988,8,14,7.94581,0
"1952",1988,8,15,7.91458,0
"1953",1988,8,16,7.85706,0
"1954",1988,8,17,7.8337,0
"1955",1988,8,18,7.71817,0
"1956",1988,8,19,7.71787,0
"1957",1988,8,20,7.71986,0
"1958",1988,8,21,7.71694,0
"1959",1988,8,22,7.63453,0
"1960",1988,8,23,7.51847,0
"1961",1988,8,24,7.49142,0
"1962",1988,8,25,7.36842,0
"1963",1988,8,26,7.4345,0
"1964",1988,8,27,7.42136,0
"1965",1988,8,28,7.27884,0
"1966",1988,8,29,7.24713,0
"1967",1988,8,30,7.29134,0
"1968",1988,8,31,7.29537,0
"1969",1988,9,1,7.18571,0
"1970",1988,9,2,7.21909,0
"1971",1988,9,3,7.20816,0
"1972",1988,9,4,7.17949,0
"1973",1988,9,5,7.17564,0
"1974",1988,9,6,7.1831,0
"1975",1988,9,7,7.20275,0
"1976",1988,9,8,7.1471,0
"1977",1988,9,9,7.1795,0
"1978",1988,9,10,7.12107,0
"1979",1988,9,11,7.04905,0
"1980",1988,9,12,7.14247,0
"1981",1988,9,13,7.19491,0
"1982",1988,9,14,7.21557,0
"1983",1988,9,15,7.27775,0
"1984",1988,9,16,7.29489,0
"1985",1988,9,17,7.38732,0
"1986",1988,9,18,7.4076,0
"1987",1988,9,19,7.42741,0
"1988",1988,9,20,7.45333,0
"1989",1988,9,21,7.46321,0
"1990",1988,9,22,7.4691,0
"1991",1988,9,23,7.51145,0
"1992",1988,9,24,7.48332,0
"1993",1988,9,25,7.57277,0
"1994",1988,9,26,7.65927,0
"1995",1988,9,27,7.67326,0
"1996",1988,9,28,7.77207,0
"1997",1988,9,29,7.87653,0
"1998",1988,9,30,7.97692,0
"1999",1988,10,1,8.03612,0
"2000",1988,10,2,8.16553,0
"2001",1988,10,3,8.14266,0
"2002",1988,10,4,8.21804,0
"2003",1988,10,5,8.29498,0
"2004",1988,10,6,8.46427,0
"2005",1988,10,7,8.53796,0
"2006",1988,10,8,8.63991,0
"2007",1988,10,9,8.6647,0
"2008",1988,10,10,8.73817,0
"2009",1988,10,11,8.78911,0
"2010",1988,10,12,8.81688,0
"2011",1988,10,13,8.90232,0
"2012",1988,10,14,9.11868,0
"2013",1988,10,15,9.25929,0
"2014",1988,10,16,9.32267,0
"2015",1988,10,17,9.3216,0
"2016",1988,10,18,9.31854,0
"2017",1988,10,19,9.3578,0
"2018",1988,10,20,9.40765,0
"2019",1988,10,21,9.41642,0
"2020",1988,10,22,9.49359,0
"2021",1988,10,23,9.533,0
"2022",1988,10,24,9.58977,0
"2023",1988,10,25,9.67757,0
"2024",1988,10,26,9.76906,0
"2025",1988,10,27,9.80818,0
"2026",1988,10,28,9.78033,0
"2027",1988,10,29,9.85767,0
"2028",1988,10,30,9.96487,0
"2029",1988,10,31,10.00874,0
"2030",1988,11,1,10.15764,0
"2031",1988,11,2,10.21879,0
"2032",1988,11,3,10.34333,0
"2033",1988,11,4,10.37369,0
"2034",1988,11,5,10.39675,0
"2035",1988,11,6,10.44499,0
"2036",1988,11,7,10.55827,0
"2037",1988,11,8,10.63424,0
"2038",1988,11,9,10.76035,0
"2039",1988,11,10,10.90173,0
"2040",1988,11,11,10.94876,0
"2041",1988,11,12,11.06649,0
"2042",1988,11,13,11.1781,0
"2043",1988,11,14,11.308,0
"2044",1988,11,15,11.38992,0
"2045",1988,11,16,11.50793,0
"2046",1988,11,17,11.50767,0
"2047",1988,11,18,11.52314,0
"2048",1988,11,19,11.57876,0
"2049",1988,11,20,11.6609,0
"2050",1988,11,21,11.76508,0
"2051",1988,11,22,11.91756,0
"2052",1988,11,23,11.98402,0
"2053",1988,11,24,12.02708,0
"2054",1988,11,25,12.0578,0
"2055",1988,11,26,12.09279,0
"2056",1988,11,27,12.19061,0
"2057",1988,11,28,12.31525,0
"2058",1988,11,29,12.43746,0
"2059",1988,11,30,12.48855,0
"2060",1988,12,1,12.71379,0
"2061",1988,12,2,12.71262,0
"2062",1988,12,3,12.80694,0
"2063",1988,12,4,12.89036,0
"2064",1988,12,5,12.99926,0
"2065",1988,12,6,13.08941,0
"2066",1988,12,7,13.15057,0
"2067",1988,12,8,13.21177,0
"2068",1988,12,9,13.28032,0
"2069",1988,12,10,13.36997,0
"2070",1988,12,11,13.42748,0
"2071",1988,12,12,13.50756,0
"2072",1988,12,13,13.61111,0
"2073",1988,12,14,13.63046,0
"2074",1988,12,15,13.70338,0
"2075",1988,12,16,13.70471,0
"2076",1988,12,17,13.7652,0
"2077",1988,12,18,13.74332,0
"2078",1988,12,19,13.80245,0
"2079",1988,12,20,13.82049,0
"2080",1988,12,21,13.91644,0
"2081",1988,12,22,13.96258,0
"2082",1988,12,23,14.07425,0
"2083",1988,12,24,14.05193,0
"2084",1988,12,25,14.09746,0
"2085",1988,12,26,14.12755,0
"2086",1988,12,27,14.1213,0
"2087",1988,12,28,14.117,0
"2088",1988,12,29,14.15219,0
"2089",1988,12,30,14.1758,0
"2090",1988,12,31,14.19653,0
"2091",1989,1,1,14.22762,0
"2092",1989,1,2,14.29401,0
"2093",1989,1,3,14.38052,0
"2094",1989,1,4,14.39011,0
"2095",1989,1,5,14.33736,0
"2096",1989,1,6,14.31523,0
"2097",1989,1,7,14.36741,0
"2098",1989,1,8,14.52202,0
"2099",1989,1,9,14.66505,0
"2100",1989,1,10,14.69645,0
"2101",1989,1,11,14.76,0
"2102",1989,1,12,14.83999,0
"2103",1989,1,13,14.88979,0
"2104",1989,1,14,14.97479,0
"2105",1989,1,15,14.99703,0
"2106",1989,1,16,14.93634,0
"2107",1989,1,17,14.98186,0
"2108",1989,1,18,15.04625,0
"2109",1989,1,19,15.13092,0
"2110",1989,1,20,15.11684,0
"2111",1989,1,21,15.21402,0
"2112",1989,1,22,15.24153,0
"2113",1989,1,23,15.32147,0
"2114",1989,1,24,15.33402,0
"2115",1989,1,25,15.34876,0
"2116",1989,1,26,15.32538,0
"2117",1989,1,27,15.39332,0
"2118",1989,1,28,15.4431,0
"2119",1989,1,29,15.32114,0
"2120",1989,1,30,15.28593,0
"2121",1989,1,31,15.32106,0
"2122",1989,2,1,15.35401,0
"2123",1989,2,2,15.38089,0
"2124",1989,2,3,15.41037,0
"2125",1989,2,4,15.33715,0
"2126",1989,2,5,15.42711,0
"2127",1989,2,6,15.41413,0
"2128",1989,2,7,15.44754,0
"2129",1989,2,8,15.46768,0
"2130",1989,2,9,15.54437,0
"2131",1989,2,10,15.56453,0
"2132",1989,2,11,15.44032,0
"2133",1989,2,12,15.3362,0
"2134",1989,2,13,15.37162,0
"2135",1989,2,14,15.41158,0
"2136",1989,2,15,15.46339,0
"2137",1989,2,16,15.31884,0
"2138",1989,2,17,15.28405,0
"2139",1989,2,18,15.35773,0
"2140",1989,2,19,15.424,0
"2141",1989,2,20,15.43341,0
"2142",1989,2,21,15.42623,0
"2143",1989,2,22,15.48082,0
"2144",1989,2,23,15.54359,0
"2145",1989,2,24,15.61052,0
"2146",1989,2,25,15.61771,0
"2147",1989,2,26,15.6203,0
"2148",1989,2,27,15.65274,0
"2149",1989,2,28,15.61678,0
"2150",1989,3,1,15.51756,0
"2151",1989,3,2,15.55351,0
"2152",1989,3,3,15.63096,0
"2153",1989,3,4,15.67584,0
"2154",1989,3,5,15.65251,0
"2155",1989,3,6,15.72295,0
"2156",1989,3,7,15.61586,0
"2157",1989,3,8,15.51982,0
"2158",1989,3,9,15.42174,0
"2159",1989,3,10,15.36154,0
"2160",1989,3,11,15.38755,0
"2161",1989,3,12,15.27231,0
"2162",1989,3,13,15.33463,0
"2163",1989,3,14,15.34585,0
"2164",1989,3,15,15.36981,0
"2165",1989,3,16,15.30634,0
"2166",1989,3,17,15.25312,0
"2167",1989,3,18,15.26246,0
"2168",1989,3,19,15.36056,0
"2169",1989,3,20,15.38669,0
"2170",1989,3,21,15.41967,0
"2171",1989,3,22,15.36821,0
"2172",1989,3,23,15.32896,0
"2173",1989,3,24,15.28752,0
"2174",1989,3,25,15.23367,0
"2175",1989,3,26,15.19087,0
"2176",1989,3,27,15.20768,0
"2177",1989,3,28,15.27438,0
"2178",1989,3,29,15.24657,0
"2179",1989,3,30,15.22377,0
"2180",1989,3,31,15.21003,0
"2181",1989,4,1,15.08142,0
"2182",1989,4,2,14.96302,0
"2183",1989,4,3,14.89543,0
"2184",1989,4,4,14.99906,0
"2185",1989,4,5,14.95164,0
"2186",1989,4,6,14.92558,0
"2187",1989,4,7,14.82138,0
"2188",1989,4,8,14.73518,0
"2189",1989,4,9,14.71112,0
"2190",1989,4,10,14.61968,0
"2191",1989,4,11,14.60307,0
"2192",1989,4,12,14.55815,0
"2193",1989,4,13,14.47171,0
"2194",1989,4,14,14.29771,0
"2195",1989,4,15,14.3197,0
"2196",1989,4,16,14.21035,0
"2197",1989,4,17,14.19021,0
"2198",1989,4,18,14.0274,0
"2199",1989,4,19,13.96938,0
"2200",1989,4,20,13.95306,0
"2201",1989,4,21,13.91171,0
"2202",1989,4,22,13.90351,0
"2203",1989,4,23,13.89229,0
"2204",1989,4,24,13.86608,0
"2205",1989,4,25,13.72588,0
"2206",1989,4,26,13.69042,0
"2207",1989,4,27,13.62997,0
"2208",1989,4,28,13.58329,0
"2209",1989,4,29,13.52684,0
"2210",1989,4,30,13.5207,0
"2211",1989,5,1,13.36661,0
"2212",1989,5,2,13.34036,0
"2213",1989,5,3,13.35307,0
"2214",1989,5,4,13.30642,0
"2215",1989,5,5,13.23629,0
"2216",1989,5,6,13.25189,0
"2217",1989,5,7,13.23734,0
"2218",1989,5,8,13.25042,0
"2219",1989,5,9,13.18528,0
"2220",1989,5,10,13.19168,0
"2221",1989,5,11,13.12563,0
"2222",1989,5,12,13.10023,0
"2223",1989,5,13,13.06202,0
"2224",1989,5,14,13.07534,0
"2225",1989,5,15,13.04222,0
"2226",1989,5,16,13.0031,0
"2227",1989,5,17,12.97354,0
"2228",1989,5,18,12.92029,0
"2229",1989,5,19,13.01421,0
"2230",1989,5,20,12.95652,0
"2231",1989,5,21,12.91372,0
"2232",1989,5,22,12.88225,0
"2233",1989,5,23,12.86809,0
"2234",1989,5,24,12.85866,0
"2235",1989,5,25,12.87445,0
"2236",1989,5,26,12.84935,0
"2237",1989,5,27,12.84982,0
"2238",1989,5,28,12.81303,0
"2239",1989,5,29,12.82038,0
"2240",1989,5,30,12.76488,0
"2241",1989,5,31,12.78324,0
"2242",1989,6,1,12.75801,0
"2243",1989,6,2,12.7125,0
"2244",1989,6,3,12.66327,0
"2245",1989,6,4,12.65039,0
"2246",1989,6,5,12.66536,0
"2247",1989,6,6,12.62929,0
"2248",1989,6,7,12.58435,0
"2249",1989,6,8,12.56498,0
"2250",1989,6,9,12.53176,0
"2251",1989,6,10,12.47327,0
"2252",1989,6,11,12.44343,0
"2253",1989,6,12,12.48991,0
"2254",1989,6,13,12.43486,0
"2255",1989,6,14,12.35692,0
"2256",1989,6,15,12.35486,0
"2257",1989,6,16,12.32504,0
"2258",1989,6,17,12.26099,0
"2259",1989,6,18,12.25549,0
"2260",1989,6,19,12.19487,0
"2261",1989,6,20,12.1451,0
"2262",1989,6,21,12.09028,0
"2263",1989,6,22,11.99147,0
"2264",1989,6,23,11.98604,0
"2265",1989,6,24,11.95195,0
"2266",1989,6,25,11.9176,0
"2267",1989,6,26,11.83009,0
"2268",1989,6,27,11.77213,0
"2269",1989,6,28,11.71089,0
"2270",1989,6,29,11.66003,0
"2271",1989,6,30,11.63761,0
"2272",1989,7,1,11.34258,0
"2273",1989,7,2,11.27338,0
"2274",1989,7,3,11.12549,0
"2275",1989,7,4,11.1639,0
"2276",1989,7,5,11.06397,0
"2277",1989,7,6,10.99763,0
"2278",1989,7,7,10.91159,0
"2279",1989,7,8,10.85531,0
"2280",1989,7,9,10.85056,0
"2281",1989,7,10,10.70866,0
"2282",1989,7,11,10.62971,0
"2283",1989,7,12,10.58979,0
"2284",1989,7,13,10.50842,0
"2285",1989,7,14,10.29865,0
"2286",1989,7,15,10.20105,0
"2287",1989,7,16,10.16434,0
"2288",1989,7,17,10.10203,0
"2289",1989,7,18,9.97623,0
"2290",1989,7,19,9.83419,0
"2291",1989,7,20,9.66131,0
"2292",1989,7,21,9.62131,0
"2293",1989,7,22,9.59878,0
"2294",1989,7,23,9.48998,0
"2295",1989,7,24,9.41175,0
"2296",1989,7,25,9.33335,0
"2297",1989,7,26,9.30123,0
"2298",1989,7,27,9.13254,0
"2299",1989,7,28,9.09282,0
"2300",1989,7,29,8.95247,0
"2301",1989,7,30,8.85682,0
"2302",1989,7,31,8.85764,0
"2303",1989,8,1,8.79061,0
"2304",1989,8,2,8.73412,0
"2305",1989,8,3,8.66801,0
"2306",1989,8,4,8.5339,0
"2307",1989,8,5,8.46667,0
"2308",1989,8,6,8.41215,0
"2309",1989,8,7,8.315,0
"2310",1989,8,8,8.28972,0
"2311",1989,8,9,8.21124,0
"2312",1989,8,10,8.17844,0
"2313",1989,8,11,8.0948,0
"2314",1989,8,12,8.03476,0
"2315",1989,8,13,8.01608,0
"2316",1989,8,14,7.92561,0
"2317",1989,8,15,7.88231,0
"2318",1989,8,16,7.89372,0
"2319",1989,8,17,7.81839,0
"2320",1989,8,18,7.76512,0
"2321",1989,8,19,7.59773,0
"2322",1989,8,20,7.51211,0
"2323",1989,8,21,7.46636,0
"2324",1989,8,22,7.407,0
"2325",1989,8,23,7.43574,0
"2326",1989,8,24,7.44541,0
"2327",1989,8,25,7.43944,0
"2328",1989,8,26,7.44421,0
"2329",1989,8,27,7.32782,0
"2330",1989,8,28,7.34147,0
"2331",1989,8,29,7.17896,0
"2332",1989,8,30,7.14334,0
"2333",1989,8,31,7.1342,0
"2334",1989,9,1,7.08058,0
"2335",1989,9,2,7.06645,0
"2336",1989,9,3,7.09111,0
"2337",1989,9,4,7.00578,0
"2338",1989,9,5,6.98361,0
"2339",1989,9,6,6.98474,0
"2340",1989,9,7,6.96096,0
"2341",1989,9,8,6.97433,0
"2342",1989,9,9,6.94008,0
"2343",1989,9,10,6.90152,0
"2344",1989,9,11,6.9066,0
"2345",1989,9,12,6.93484,0
"2346",1989,9,13,6.91906,0
"2347",1989,9,14,6.91269,0
"2348",1989,9,15,6.90023,0
"2349",1989,9,16,6.96083,0
"2350",1989,9,17,6.95505,0
"2351",1989,9,18,6.95914,0
"2352",1989,9,19,6.96773,0
"2353",1989,9,20,6.90518,0
"2354",1989,9,21,6.91568,0
"2355",1989,9,22,6.88931,0
"2356",1989,9,23,6.92133,0
"2357",1989,9,24,6.97628,0
"2358",1989,9,25,7.05389,0
"2359",1989,9,26,7.19879,0
"2360",1989,9,27,7.23457,0
"2361",1989,9,28,7.25043,0
"2362",1989,9,29,7.20673,0
"2363",1989,9,30,7.27059,0
"2364",1989,10,1,7.38544,0
"2365",1989,10,2,7.4551,0
"2366",1989,10,3,7.51224,0
"2367",1989,10,4,7.62486,0
"2368",1989,10,5,7.63391,0
"2369",1989,10,6,7.74688,0
"2370",1989,10,7,7.89877,0
"2371",1989,10,8,7.97894,0
"2372",1989,10,9,8.0156,0
"2373",1989,10,10,8.10578,0
"2374",1989,10,11,8.2224,0
"2375",1989,10,12,8.38602,0
"2376",1989,10,13,8.54247,0
"2377",1989,10,14,8.56635,0
"2378",1989,10,15,8.6508,0
"2379",1989,10,16,8.77646,0
"2380",1989,10,17,8.84537,0
"2381",1989,10,18,9.04857,0
"2382",1989,10,19,9.21358,0
"2383",1989,10,20,9.31091,0
"2384",1989,10,21,9.3948,0
"2385",1989,10,22,9.49459,0
"2386",1989,10,23,9.59866,0
"2387",1989,10,24,9.66101,0
"2388",1989,10,25,9.70384,0
"2389",1989,10,26,9.81185,0
"2390",1989,10,27,9.86018,0
"2391",1989,10,28,9.90128,0
"2392",1989,10,29,9.99355,0
"2393",1989,10,30,10.02042,0
"2394",1989,10,31,10.03558,0
"2395",1989,11,1,10.21739,0
"2396",1989,11,2,10.27955,0
"2397",1989,11,3,10.30283,0
"2398",1989,11,4,10.34496,0
"2399",1989,11,5,10.37842,0
"2400",1989,11,6,10.41672,0
"2401",1989,11,7,10.41187,0
"2402",1989,11,8,10.45936,0
"2403",1989,11,9,10.57995,0
"2404",1989,11,10,10.69272,0
"2405",1989,11,11,10.7077,0
"2406",1989,11,12,10.67642,0
"2407",1989,11,13,10.69789,0
"2408",1989,11,14,10.77808,0
"2409",1989,11,15,10.91418,0
"2410",1989,11,16,10.85732,0
"2411",1989,11,17,10.96792,0
"2412",1989,11,18,11.04655,0
"2413",1989,11,19,11.11149,0
"2414",1989,11,20,11.2515,0
"2415",1989,11,21,11.45467,0
"2416",1989,11,22,11.57681,0
"2417",1989,11,23,11.74108,0
"2418",1989,11,24,11.90945,0
"2419",1989,11,25,12.02297,0
"2420",1989,11,26,12.1098,0
"2421",1989,11,27,12.18821,0
"2422",1989,11,28,12.32827,0
"2423",1989,11,29,12.39817,0
"2424",1989,11,30,12.46988,0
"2425",1989,12,1,12.57968,0
"2426",1989,12,2,12.67823,0
"2427",1989,12,3,12.81849,0
"2428",1989,12,4,12.97443,0
"2429",1989,12,5,12.98493,0
"2430",1989,12,6,12.97331,0
"2431",1989,12,7,13.02058,0
"2432",1989,12,8,13.08442,0
"2433",1989,12,9,13.17197,0
"2434",1989,12,10,13.14296,0
"2435",1989,12,11,13.23874,0
"2436",1989,12,12,13.30266,0
"2437",1989,12,13,13.27113,0
"2438",1989,12,14,13.29898,0
"2439",1989,12,15,13.30778,0
"2440",1989,12,16,13.27432,0
"2441",1989,12,17,13.30667,0
"2442",1989,12,18,13.44826,0
"2443",1989,12,19,13.49116,0
"2444",1989,12,20,13.50773,0
"2445",1989,12,21,13.52544,0
"2446",1989,12,22,13.52729,0
"2447",1989,12,23,13.62604,0
"2448",1989,12,24,13.73144,0
"2449",1989,12,25,13.74546,0
"2450",1989,12,26,13.77482,0
"2451",1989,12,27,13.77065,0
"2452",1989,12,28,13.84593,0
"2453",1989,12,29,13.8634,0
"2454",1989,12,30,13.89633,0
"2455",1989,12,31,14.02783,0
"2456",1990,1,1,14.25464,0
"2457",1990,1,2,14.32429,0
"2458",1990,1,3,14.23162,0
"2459",1990,1,4,14.26466,0
"2460",1990,1,5,14.27764,0
"2461",1990,1,6,14.37727,0
"2462",1990,1,7,14.46884,0
"2463",1990,1,8,14.50313,0
"2464",1990,1,9,14.55574,0
"2465",1990,1,10,14.5967,0
"2466",1990,1,11,14.59812,0
"2467",1990,1,12,14.6761,0
"2468",1990,1,13,14.64175,0
"2469",1990,1,14,14.70301,0
"2470",1990,1,15,14.69422,0
"2471",1990,1,16,14.62509,0
"2472",1990,1,17,14.68229,0
"2473",1990,1,18,14.82878,0
"2474",1990,1,19,14.90346,0
"2475",1990,1,20,14.95903,0
"2476",1990,1,21,14.93411,0
"2477",1990,1,22,14.96978,0
"2478",1990,1,23,14.97143,0
"2479",1990,1,24,14.91098,0
"2480",1990,1,25,14.95801,0
"2481",1990,1,26,15.1356,0
"2482",1990,1,27,15.00975,0
"2483",1990,1,28,15.0212,0
"2484",1990,1,29,15.12896,0
"2485",1990,1,30,15.20842,0
"2486",1990,1,31,15.25116,0
"2487",1990,2,1,15.27689,0
"2488",1990,2,2,15.31571,0
"2489",1990,2,3,15.3069,0
"2490",1990,2,4,15.30345,0
"2491",1990,2,5,15.32811,0
"2492",1990,2,6,15.22222,0
"2493",1990,2,7,15.25906,0
"2494",1990,2,8,15.30206,0
"2495",1990,2,9,15.33636,0
"2496",1990,2,10,15.53187,0
"2497",1990,2,11,15.58222,0
"2498",1990,2,12,15.47917,0
"2499",1990,2,13,15.37179,0
"2500",1990,2,14,15.38852,0
"2501",1990,2,15,15.4117,0
"2502",1990,2,16,15.48107,0
"2503",1990,2,17,15.54237,0
"2504",1990,2,18,15.58113,0
"2505",1990,2,19,15.61326,0
"2506",1990,2,20,15.70369,0
"2507",1990,2,21,15.63475,0
"2508",1990,2,22,15.60237,0
"2509",1990,2,23,15.63698,0
"2510",1990,2,24,15.71526,0
"2511",1990,2,25,15.78039,0
"2512",1990,2,26,15.88659,0
"2513",1990,2,27,15.96777,0
"2514",1990,2,28,16.00735,0
"2515",1990,3,1,15.9793,0
"2516",1990,3,2,16.02226,0
"2517",1990,3,3,16.02065,0
"2518",1990,3,4,16.04129,0
"2519",1990,3,5,16.01135,0
"2520",1990,3,6,15.9515,0
"2521",1990,3,7,15.92527,0
"2522",1990,3,8,15.95559,0
"2523",1990,3,9,16.03868,0
"2524",1990,3,10,16.05533,0
"2525",1990,3,11,16.1262,0
"2526",1990,3,12,16.21077,0
"2527",1990,3,13,16.16276,0
"2528",1990,3,14,16.13719,0
"2529",1990,3,15,16.02932,0
"2530",1990,3,16,15.94722,0
"2531",1990,3,17,15.83507,0
"2532",1990,3,18,15.70951,0
"2533",1990,3,19,15.67499,0
"2534",1990,3,20,15.58978,0
"2535",1990,3,21,15.64702,0
"2536",1990,3,22,15.69719,0
"2537",1990,3,23,15.72859,0
"2538",1990,3,24,15.69901,0
"2539",1990,3,25,15.57085,0
"2540",1990,3,26,15.51676,0
"2541",1990,3,27,15.43375,0
"2542",1990,3,28,15.43763,0
"2543",1990,3,29,15.49763,0
"2544",1990,3,30,15.51801,0
"2545",1990,3,31,15.51821,0
"2546",1990,4,1,15.48941,0
"2547",1990,4,2,15.44154,0
"2548",1990,4,3,15.49166,0
"2549",1990,4,4,15.46824,0
"2550",1990,4,5,15.4277,0
"2551",1990,4,6,15.36141,0
"2552",1990,4,7,15.34256,0
"2553",1990,4,8,15.21384,0
"2554",1990,4,9,14.99265,0
"2555",1990,4,10,14.85093,0
"2556",1990,4,11,14.81529,0
"2557",1990,4,12,14.70478,0
"2558",1990,4,13,14.6283,0
"2559",1990,4,14,14.60528,0
"2560",1990,4,15,14.57726,0
"2561",1990,4,16,14.51632,0
"2562",1990,4,17,14.35502,0
"2563",1990,4,18,14.26717,0
"2564",1990,4,19,14.21112,0
"2565",1990,4,20,14.30909,0
"2566",1990,4,21,14.2752,0
"2567",1990,4,22,14.21632,0
"2568",1990,4,23,14.16395,0
"2569",1990,4,24,14.12028,0
"2570",1990,4,25,14.00513,0
"2571",1990,4,26,14.00734,0
"2572",1990,4,27,13.93131,0
"2573",1990,4,28,13.8048,0
"2574",1990,4,29,13.74526,0
"2575",1990,4,30,13.7833,0
"2576",1990,5,1,13.60737,0
